parma,piacenza,198.0
mantova,verona,544.0
verona,trento,42.0
verona,mantova,528.0
modena,reggio_emilia,2554.0
modena,modena,124952.0
torino,cuneo,483.0
cuneo,torino,543.0
torino,torino,390282.0
verona,verona,154062.0
cuneo,cuneo,83317.0
modena,mantova,263.0
mantova,modena,244.0
modena,bologna,1451.0
trento,trento,70944.0
firenze,firenze,187196.0
bologna,modena,1498.0
novara,novara,58609.0
novara,varese,513.0
verona,vicenza,777.0
alessandria,alessandria,67724.0
varese,novara,496.0
novara,pavia,106.0
novara,milano,444.0
pavia,novara,126.0
alessandria,genova,122.0
genova,alessandria,155.0
varese,varese,156343.0
alessandria,pavia,289.0
bologna,bologna,189603.0
varese,como,2098.0
varese,milano,4044.0
pavia,alessandria,281.0
milano,novara,453.0
como,varese,2089.0
genova,genova,126200.0
milano,varese,4094.0
verona,padova,160.0
pavia,pavia,99915.0
pavia,milano,2398.0
como,milano,1529.0
como,como,111082.0
milano,como,1557.0
milano,pavia,2552.0
milano,milano,605960.0
como,lecco,851.0
milano,lecco,590.0
milano,lodi,1515.0
vicenza,verona,835.0
lecco,como,811.0
pavia,piacenza,232.0
milano,bergamo,1926.0
milano,cremona,342.0
pavia,lodi,472.0
lecco,lecco,51722.0
lecco,milano,585.0
lecco,bergamo,554.0
lodi,milano,1484.0
piacenza,pavia,243.0
lodi,pavia,463.0
lodi,lodi,32856.0
lodi,cremona,352.0
bergamo,lecco,573.0
bergamo,milano,1828.0
cremona,milano,326.0
cremona,bergamo,365.0
lodi,piacenza,298.0
padova,verona,154.0
cremona,lodi,344.0
bergamo,cremona,356.0
piacenza,lodi,301.0
bergamo,bergamo,179642.0
piacenza,milano,65.0
vicenza,vicenza,117268.0
piacenza,piacenza,55880.0
piacenza,parma,200.0
cremona,cremona,49554.0
bergamo,brescia,1666.0
piacenza,cremona,748.0
brescia,milano,141.0
cremona,brescia,254.0
vicenza,padova,1557.0
vicenza,treviso,593.0
padova,vicenza,1586.0
treviso,vicenza,586.0
padova,padova,154805.0
padova,treviso,1045.0
treviso,padova,979.0
padova,venezia,2277.0
venezia,padova,2217.0
treviso,treviso,134050.0
treviso,venezia,1991.0
venezia,venezia,116706.0
venezia,treviso,1968.0
roma,roma,815924.0
pesaro_e_urbino,pesaro_e_urbino,54764.0
brescia,cremona,282.0
brescia,bergamo,1636.0
brescia,brescia,196004.0
napoli,roma,28.0
napoli,napoli,629400.0
parma,parma,79453.0
cremona,piacenza,789.0
parma,reggio_emilia,1034.0
cremona,parma,75.0
cremona,mantova,311.0
brescia,mantova,536.0
mantova,cremona,301.0
reggio_emilia,parma,1009.0
brescia,trento,48.0
mantova,brescia,530.0
trento,brescia,45.0
brescia,verona,122.0
reggio_emilia,reggio_emilia,91473.0
reggio_emilia,mantova,508.0
reggio_emilia,bologna,51.0
mantova,reggio_emilia,473.0
reggio_emilia,modena,2542.0
mantova,mantova,69520.0
verona,brescia,146.0
torino,milano,16.0
genova,milano,20.0
milano,roma,10.0
milano,brescia,180.0
milano,piacenza,45.0
firenze,bologna,13.0
bologna,roma,10.0
bologna,reggio_emilia,54.0
vicenza,venezia,14.0
roma,napoli,41.0
brescia,piacenza,10.0
parma,modena,34.0
parma,cremona,64.0
parma,mantova,48.0
mantova,parma,46.0
modena,parma,18.0
trento,verona,31.0
novara,torino,14.0
alessandria,torino,21.0
genova,pavia,17.0
milano,torino,25.0
milano,genova,11.0
lodi,bergamo,18.0
bergamo,lodi,15.0
bergamo,como,14.0
piacenza,brescia,16.0
venezia,vicenza,14.0
