verona,verona,158280.0
modena,mantova,135.0
mantova,modena,140.0
modena,bologna,596.0
cuneo,torino,193.0
torino,torino,395892.0
torino,cuneo,203.0
cuneo,cuneo,86847.0
trento,trento,73835.0
firenze,firenze,192135.0
bologna,modena,606.0
verona,vicenza,320.0
novara,varese,213.0
novara,novara,60948.0
varese,novara,213.0
alessandria,alessandria,69467.0
verona,padova,95.0
novara,pavia,57.0
novara,milano,185.0
bologna,bologna,193396.0
alessandria,genova,46.0
varese,varese,164628.0
alessandria,pavia,154.0
varese,como,1014.0
milano,novara,214.0
varese,milano,1857.0
pavia,alessandria,156.0
como,varese,994.0
genova,genova,128672.0
milano,varese,1834.0
vicenza,verona,314.0
pavia,pavia,105758.0
como,milano,537.0
brescia,cremona,107.0
como,como,119466.0
pavia,milano,1083.0
milano,como,533.0
milano,milano,618245.0
milano,pavia,1145.0
como,lecco,350.0
milano,lecco,201.0
milano,lodi,733.0
pavia,piacenza,137.0
lecco,como,382.0
milano,bergamo,710.0
pavia,lodi,296.0
lecco,lecco,55714.0
milano,cremona,198.0
padova,verona,103.0
lecco,milano,203.0
lodi,milano,749.0
lecco,bergamo,192.0
piacenza,pavia,139.0
lodi,pavia,314.0
lodi,lodi,35350.0
vicenza,vicenza,120997.0
bergamo,lecco,196.0
lodi,cremona,195.0
bergamo,milano,665.0
cremona,lodi,190.0
cremona,milano,187.0
cremona,bergamo,148.0
piacenza,lodi,177.0
lodi,piacenza,191.0
bergamo,bergamo,189327.0
piacenza,piacenza,57384.0
bergamo,cremona,123.0
cremona,cremona,53137.0
piacenza,parma,74.0
bergamo,brescia,644.0
piacenza,cremona,483.0
vicenza,padova,751.0
padova,vicenza,713.0
vicenza,treviso,231.0
treviso,vicenza,222.0
padova,padova,160376.0
padova,treviso,442.0
treviso,padova,441.0
padova,venezia,997.0
venezia,padova,1018.0
treviso,treviso,140861.0
cremona,piacenza,483.0
treviso,venezia,784.0
venezia,treviso,835.0
venezia,venezia,124376.0
roma,roma,823775.0
pesaro_e_urbino,pesaro_e_urbino,56754.0
brescia,bergamo,646.0
brescia,brescia,204724.0
parma,parma,81734.0
napoli,napoli,639738.0
parma,piacenza,56.0
parma,reggio_emilia,532.0
cremona,parma,36.0
cremona,mantova,175.0
brescia,mantova,233.0
mantova,cremona,182.0
reggio_emilia,parma,562.0
brescia,trento,26.0
mantova,brescia,198.0
cremona,brescia,118.0
reggio_emilia,reggio_emilia,95960.0
brescia,verona,65.0
mantova,reggio_emilia,215.0
verona,brescia,67.0
reggio_emilia,mantova,212.0
mantova,mantova,73244.0
reggio_emilia,modena,995.0
mantova,verona,231.0
verona,mantova,239.0
modena,reggio_emilia,957.0
modena,modena,129606.0
pavia,novara,46.0
genova,alessandria,59.0
bergamo,lodi,12.0
brescia,milano,14.0
brescia,piacenza,14.0
parma,cremona,37.0
firenze,bologna,10.0
genova,pavia,13.0
piacenza,milano,11.0
mantova,parma,10.0
trento,brescia,13.0
reggio_emilia,bologna,13.0
