haute_savoie,ain,53.0
var,var,177755.0
haute_savoie,haute_savoie,128531.0
moselle,moselle,183426.0
vosges,vosges,59715.0
moselle,bas_rhin,234.0
bas_rhin,moselle,217.0
haut_rhin,haut_rhin,124435.0
haut_rhin,bas_rhin,181.0
bas_rhin,haut_rhin,160.0
bas_rhin,bas_rhin,200447.0
seine_maritime,seine_maritime,225833.0
seine_maritime,eure,839.0
eure,seine_maritime,840.0
eure,eure,108097.0
eure,eure_et_loir,132.0
eure_et_loir,eure_et_loir,69058.0
eure_et_loir,eure,164.0
eure,yvelines,136.0
seine_maritime,somme,169.0
eure_et_loir,yvelines,214.0
yvelines,eure,142.0
somme,seine_maritime,161.0
eure,oise,53.0
indre,indre,33486.0
yvelines,eure_et_loir,250.0
eure_et_loir,essonne,50.0
yvelines,yvelines,199716.0
yvelines,essonne,208.0
yvelines,paris,813.0
yvelines,val_d'oise,1142.0
yvelines,val_de_marne,383.0
yvelines,hauts_de_seine,1904.0
yvelines,seine_saint_denis,587.0
gironde,gironde,301081.0
val_d'oise,yvelines,1184.0
essonne,yvelines,226.0
hauts_de_seine,yvelines,1962.0
hauts_de_seine,seine_et_marne,264.0
hauts_de_seine,hauts_de_seine,161750.0
val_d'oise,val_d'oise,187061.0
hauts_de_seine,val_de_marne,1487.0
hauts_de_seine,paris,2983.0
val_d'oise,hauts_de_seine,1146.0
hauts_de_seine,val_d'oise,1204.0
hauts_de_seine,seine_saint_denis,1658.0
hauts_de_seine,essonne,671.0
val_d'oise,essonne,60.0
val_d'oise,paris,1562.0
oise,val_d'oise,615.0
somme,somme,104844.0
val_d'oise,val_de_marne,523.0
val_d'oise,seine_saint_denis,2904.0
paris,essonne,1172.0
paris,val_de_marne,4493.0
paris,hauts_de_seine,3072.0
paris,paris,231437.0
paris,seine_et_marne,1106.0
paris,yvelines,867.0
paris,seine_saint_denis,5198.0
paris,val_d'oise,1643.0
essonne,essonne,208736.0
val_d'oise,oise,698.0
essonne,hauts_de_seine,634.0
essonne,paris,1173.0
essonne,seine_saint_denis,623.0
essonne,val_d'oise,83.0
oise,paris,103.0
oise,val_de_marne,12.0
essonne,val_de_marne,3265.0
oise,somme,38.0
seine_saint_denis,val_d'oise,2863.0
val_de_marne,essonne,3359.0
val_de_marne,hauts_de_seine,1455.0
val_de_marne,paris,4414.0
val_de_marne,yvelines,355.0
seine_saint_denis,yvelines,529.0
seine_saint_denis,paris,5132.0
val_de_marne,val_de_marne,280541.0
seine_saint_denis,hauts_de_seine,1607.0
seine_saint_denis,seine_saint_denis,304520.0
seine_saint_denis,essonne,606.0
val_de_marne,val_d'oise,536.0
val_d'oise,seine_et_marne,431.0
seine_saint_denis,val_de_marne,3695.0
val_de_marne,seine_saint_denis,3671.0
oise,oise,156542.0
pas_de_calais,pas_de_calais,294195.0
seine_saint_denis,seine_et_marne,2349.0
essonne,seine_et_marne,1086.0
val_de_marne,seine_et_marne,2524.0
oise,seine_saint_denis,128.0
seine_et_marne,essonne,1100.0
seine_et_marne,hauts_de_seine,264.0
pas_de_calais,somme,50.0
seine_et_marne,seine_saint_denis,2318.0
seine_et_marne,val_d'oise,418.0
seine_et_marne,val_de_marne,2451.0
oise,seine_et_marne,130.0
seine_et_marne,paris,1054.0
seine_et_marne,seine_et_marne,286742.0
pas_de_calais,nord,2572.0
nord,pas_de_calais,2674.0
somme,pas_de_calais,63.0
oise,aisne,118.0
somme,aisne,76.0
nord,nord,500622.0
aisne,oise,128.0
aisne,somme,83.0
aisne,seine_et_marne,20.0
aisne,aisne,103262.0
aube,seine_et_marne,30.0
herault,herault,205245.0
aisne,marne,103.0
marne,aube,61.0
marne,aisne,118.0
aisne,nord,68.0
aube,aube,51667.0
marne,marne,103864.0
rhone,ain,891.0
rhone,rhone,283851.0
ain,rhone,837.0
bouches_du_rhone,bouches_du_rhone,337300.0
ain,ain,88637.0
bouches_du_rhone,var,308.0
var,bouches_du_rhone,281.0
ain,haute_savoie,42.0
seine_maritime,oise,48.0
oise,eure,64.0
essonne,eure_et_loir,38.0
paris,oise,109.0
seine_saint_denis,oise,147.0
seine_et_marne,oise,123.0
seine_et_marne,aisne,39.0
seine_et_marne,aube,42.0
nord,aisne,59.0
aube,marne,71.0
oise,seine_maritime,26.0
yvelines,seine_et_marne,21.0
hauts_de_seine,eure_et_loir,14.0
hauts_de_seine,oise,14.0
paris,aisne,10.0
val_de_marne,oise,19.0
somme,oise,32.0
seine_et_marne,yvelines,13.0
