haute_savoie,ain,39.0
var,var,174356.0
haute_savoie,haute_savoie,125776.0
moselle,moselle,179033.0
vosges,vosges,59067.0
bas_rhin,moselle,312.0
moselle,bas_rhin,299.0
haut_rhin,haut_rhin,122796.0
haut_rhin,bas_rhin,235.0
bas_rhin,haut_rhin,221.0
bas_rhin,bas_rhin,198181.0
seine_maritime,seine_maritime,224309.0
seine_maritime,eure,974.0
eure,seine_maritime,959.0
eure,eure,106016.0
eure,eure_et_loir,181.0
eure_et_loir,eure,196.0
eure_et_loir,eure_et_loir,68322.0
seine_maritime,somme,183.0
eure,yvelines,164.0
eure_et_loir,yvelines,222.0
yvelines,eure,143.0
somme,seine_maritime,167.0
indre,indre,32990.0
eure,oise,54.0
yvelines,eure_et_loir,293.0
yvelines,yvelines,197654.0
eure_et_loir,essonne,55.0
yvelines,paris,1007.0
yvelines,essonne,307.0
yvelines,val_d'oise,1492.0
yvelines,hauts_de_seine,2288.0
yvelines,val_de_marne,451.0
yvelines,seine_saint_denis,721.0
gironde,gironde,295842.0
val_d'oise,yvelines,1436.0
hauts_de_seine,yvelines,2288.0
hauts_de_seine,seine_et_marne,340.0
hauts_de_seine,hauts_de_seine,160630.0
val_d'oise,val_d'oise,184198.0
hauts_de_seine,essonne,807.0
hauts_de_seine,seine_saint_denis,2000.0
hauts_de_seine,val_de_marne,1749.0
essonne,yvelines,294.0
hauts_de_seine,paris,3584.0
hauts_de_seine,val_d'oise,1390.0
val_d'oise,hauts_de_seine,1338.0
val_d'oise,essonne,83.0
val_d'oise,paris,1892.0
somme,somme,103332.0
oise,val_d'oise,842.0
val_d'oise,val_de_marne,728.0
val_d'oise,seine_saint_denis,3502.0
essonne,hauts_de_seine,799.0
paris,val_de_marne,5395.0
paris,hauts_de_seine,3640.0
paris,paris,229051.0
paris,seine_et_marne,1370.0
paris,yvelines,1087.0
paris,seine_saint_denis,6266.0
paris,oise,194.0
paris,val_d'oise,1911.0
paris,essonne,1416.0
essonne,essonne,206053.0
essonne,val_d'oise,116.0
essonne,paris,1383.0
val_d'oise,oise,851.0
essonne,seine_saint_denis,832.0
essonne,val_de_marne,3701.0
seine_saint_denis,oise,229.0
seine_saint_denis,val_d'oise,3514.0
pas_de_calais,somme,62.0
val_de_marne,essonne,3828.0
val_de_marne,hauts_de_seine,1724.0
val_de_marne,paris,5327.0
val_de_marne,yvelines,469.0
seine_saint_denis,yvelines,699.0
val_de_marne,val_d'oise,730.0
seine_saint_denis,paris,6289.0
seine_saint_denis,hauts_de_seine,1969.0
val_de_marne,val_de_marne,277813.0
seine_saint_denis,seine_saint_denis,298463.0
seine_saint_denis,essonne,785.0
val_de_marne,seine_saint_denis,4585.0
seine_saint_denis,val_de_marne,4588.0
oise,oise,154074.0
val_d'oise,seine_et_marne,605.0
pas_de_calais,pas_de_calais,292038.0
essonne,seine_et_marne,1405.0
seine_saint_denis,seine_et_marne,2926.0
val_de_marne,seine_et_marne,3122.0
oise,paris,172.0
oise,val_de_marne,14.0
oise,seine_saint_denis,207.0
seine_et_marne,yvelines,24.0
seine_et_marne,essonne,1385.0
seine_et_marne,hauts_de_seine,312.0
seine_et_marne,seine_saint_denis,2835.0
seine_et_marne,val_de_marne,3027.0
seine_et_marne,val_d'oise,612.0
seine_et_marne,paris,1278.0
seine_et_marne,oise,172.0
oise,seine_et_marne,173.0
somme,oise,72.0
seine_et_marne,seine_et_marne,282533.0
oise,somme,77.0
pas_de_calais,nord,2840.0
somme,aisne,85.0
nord,pas_de_calais,2895.0
oise,aisne,120.0
nord,nord,496846.0
aisne,oise,111.0
aisne,somme,71.0
seine_et_marne,aube,53.0
aisne,aisne,101888.0
herault,herault,202947.0
marne,aube,91.0
aisne,nord,84.0
aisne,marne,93.0
aube,aube,50889.0
marne,marne,103054.0
rhone,ain,950.0
rhone,rhone,280463.0
ain,rhone,940.0
bouches_du_rhone,bouches_du_rhone,332741.0
ain,ain,86964.0
bouches_du_rhone,var,369.0
var,bouches_du_rhone,313.0
seine_maritime,oise,52.0
oise,eure,69.0
oise,seine_maritime,44.0
essonne,eure_et_loir,47.0
hauts_de_seine,oise,22.0
somme,pas_de_calais,46.0
aisne,seine_et_marne,16.0
aube,seine_et_marne,30.0
nord,aisne,85.0
aube,marne,97.0
marne,aisne,99.0
ain,haute_savoie,17.0
yvelines,seine_et_marne,35.0
paris,eure,10.0
val_de_marne,oise,30.0
seine_et_marne,aisne,24.0
