E10000015,E10000012,1082.0
E10000015,E10000015,235092.0
E10000020,E10000016,994.0
E10000020,E10000020,260978.0
E10000030,E10000030,198711.0
E10000012,E10000012,290508.0
E10000012,E10000015,1091.0
E10000029,E10000029,171805.0
E10000029,E10000020,942.0
E10000020,E10000029,914.0
E10000012,E10000034,67.0
E10000016,E10000020,966.0
E10000016,E10000016,462859.0
E10000034,E10000012,70.0
E10000034,E10000034,142366.0
E10000012,E10000029,326.0
E10000032,E10000032,194402.0
E10000029,E10000012,283.0
E10000024,E09000005,66.0
E10000024,E10000030,734.0
E10000024,E10000024,173003.0
E10000030,E10000014,909.0
E10000021,E10000021,221368.0
E10000006,E10000021,95.0
E10000006,E10000006,128937.0
E10000023,E10000023,110956.0
E10000014,E10000030,873.0
E10000014,E10000014,245473.0
E10000014,E10000029,262.0
E10000030,E10000029,133.0
E10000030,E10000024,715.0
E10000029,E10000014,267.0
E10000032,E10000030,828.0
E10000014,E10000028,117.0
E10000021,E10000025,134.0
E10000014,E10000032,123.0
E10000025,E10000025,135900.0
E10000028,E10000014,122.0
E10000021,E10000031,324.0
E10000028,E10000028,182213.0
E10000024,E10000032,143.0
E10000024,E09000008,89.0
E10000023,E10000016,398.0
E10000024,E08000019,329.0
E09000008,E10000030,131.0
E09000008,E09000008,11164.0
E10000024,E10000007,867.0
E10000031,E10000021,324.0
E10000031,E08000025,294.0
E09000008,E10000024,75.0
E10000031,E10000031,125945.0
E10000007,E10000024,890.0
E10000025,E10000021,197.0
E10000007,E08000019,824.0
E08000019,E10000024,366.0
E10000030,E10000007,375.0
E10000007,E10000030,370.0
E06000047,E06000047,128083.0
E06000047,E08000024,901.0
E06000047,E10000032,288.0
E10000007,E10000007,136195.0
E08000035,E08000035,7476.0
E08000035,E10000016,217.0
E08000019,E10000007,871.0
E10000016,E10000023,384.0
E08000024,E06000047,908.0
E08000024,E08000024,56709.0
E08000035,E10000023,57.0
E08000024,E10000032,394.0
E10000016,E08000035,231.0
E08000019,E08000019,120104.0
E08000019,E10000016,44.0
E10000031,E10000028,308.0
E10000032,E08000024,374.0
E10000032,E06000047,291.0
E10000007,E10000028,457.0
E10000030,E10000032,938.0
E10000016,E10000032,234.0
E10000028,E10000007,456.0
E10000028,E10000031,300.0
E10000028,E08000025,830.0
E06000047,E10000006,199.0
E10000013,E10000013,151747.0
E10000006,E06000047,191.0
E10000032,E10000016,212.0
E10000032,E10000024,126.0
E08000025,E10000028,897.0
E10000020,E10000007,98.0
E08000025,E08000025,312826.0
E10000034,E10000031,170.0
E08000025,E10000034,841.0
E10000034,E08000025,875.0
E10000007,E10000020,139.0
E10000007,E10000014,112.0
E10000007,E08000003,85.0
E10000014,E10000007,111.0
E10000014,E08000003,812.0
E10000034,E10000028,143.0
E10000028,E10000034,162.0
E10000023,E10000017,88.0
E10000017,E10000023,97.0
E10000017,E10000017,247942.0
E09000003,E09000003,10468.0
E08000003,E10000014,785.0
E09000003,E10000015,226.0
E10000020,E08000003,642.0
E08000003,E08000003,292020.0
E08000003,E10000020,615.0
E08000003,E08000012,142.0
E08000003,E10000017,268.0
E10000017,E08000003,247.0
E10000017,E08000012,332.0
E08000012,E08000003,145.0
E08000012,E08000012,139847.0
E08000012,E10000017,326.0
E09000005,E09000005,45698.0
E09000005,E10000015,109.0
E10000030,E09000008,133.0
E09000005,E10000024,62.0
E10000015,E09000003,175.0
E10000015,E09000005,98.0
E10000021,E10000006,90.0
E10000016,E10000030,51.0
E09000006,E09000006,22605.0
E10000016,E09000006,146.0
E10000021,E10000013,13.0
E10000021,E10000023,16.0
E09000006,E10000016,104.0
E10000029,E10000030,105.0
E10000032,E10000014,144.0
E10000023,E10000021,37.0
E10000028,E10000012,11.0
E10000028,E10000029,23.0
E10000023,E08000035,63.0
E10000031,E10000025,11.0
E10000016,E08000019,37.0
E08000025,E10000031,225.0
E10000031,E10000034,199.0
E10000034,E10000013,67.0
E08000003,E10000007,80.0
E10000025,E10000013,29.0
E10000017,E10000006,29.0
E10000030,E10000016,54.0
E09000005,E09000003,10.0
E10000013,E10000021,26.0
E10000024,E10000014,12.0
E10000029,E10000028,18.0
E10000012,E10000014,11.0
E10000025,E10000031,23.0
E09000008,E10000032,11.0
E10000007,E10000031,11.0
E10000016,E08000003,10.0
E10000013,E10000034,100.0
E08000025,E10000007,25.0
E08000025,E10000021,11.0
E10000014,E10000020,11.0
E08000003,E10000016,10.0
E10000020,E10000014,10.0
E10000020,E10000013,11.0
E10000013,E10000025,17.0
E09000003,E09000005,10.0
E10000006,E10000017,48.0
