date,mean_in_strength,median_in_strength,mean_in_degree,graph_density
2020-03-13,8156.165562913908,6149.0,13.437086092715232,0.08958057395143487
2020-03-14,4559.443708609271,3203.0,10.688741721854305,0.07125827814569537
2020-03-15,3227.5960264900664,2261.0,9.218543046357615,0.061456953642384106
2020-03-16,7789.0331125827815,5850.0,13.105960264900663,0.08737306843267108
2020-03-17,7529.23178807947,5655.0,12.80794701986755,0.08538631346578367
2020-03-18,6862.311258278146,5255.0,12.503311258278146,0.08335540838852097
2020-03-19,6572.549668874172,4928.0,12.298013245033113,0.08198675496688741
2020-03-20,6079.847682119205,4674.0,12.052980132450331,0.08035320088300221
2020-03-21,2816.562913907285,2124.0,8.264900662251655,0.05509933774834437
2020-03-22,1747.0397350993378,1254.0,6.827814569536423,0.045518763796909494
2020-03-23,4770.3311258278145,3637.0,11.23841059602649,0.07492273730684326
2020-03-24,3524.6887417218545,2726.0,9.847682119205299,0.06565121412803532
2020-03-25,2934.58940397351,2218.0,9.099337748344372,0.06066225165562914
2020-03-26,2728.900662251656,2016.0,8.85430463576159,0.05902869757174393
2020-03-27,2507.4900662251657,1868.0,8.443708609271523,0.056291390728476824
2020-03-28,1091.1523178807947,749.0,5.602649006622516,0.037350993377483446
2020-03-29,773.0331125827814,503.0,4.728476821192053,0.03152317880794702
2020-03-30,2239.3245033112585,1717.0,8.026490066225165,0.053509933774834435
2020-03-31,2337.099337748344,1783.0,8.059602649006623,0.05373068432671082
2020-04-01,2331.046357615894,1802.0,8.066225165562914,0.05377483443708609
2020-04-02,2314.1324503311257,1751.0,8.04635761589404,0.05364238410596026
2020-04-03,2279.476821192053,1726.0,7.860927152317881,0.05240618101545254
2020-04-04,1129.6225165562914,785.0,5.529801324503311,0.03686534216335541
2020-04-05,830.4039735099337,554.0,4.913907284768212,0.032759381898454745
2020-04-06,2279.735099337748,1709.0,8.119205298013245,0.0541280353200883
2020-04-07,2359.662251655629,1778.0,7.960264900662252,0.053068432671081675
2020-04-08,2385.198675496689,1822.0,8.039735099337749,0.05359823399558499
2020-04-09,2385.5496688741723,1829.0,8.079470198675496,0.053863134657836646
2020-04-10,1362.9867549668875,1025.0,6.0927152317880795,0.04061810154525387
2020-04-11,1117.1788079470198,727.0,5.403973509933775,0.036026490066225166
2020-04-12,739.6887417218543,472.0,4.682119205298013,0.031214128035320088
2020-04-13,1040.1192052980132,742.0,5.470198675496689,0.036467991169977926
2020-04-14,2343.264900662252,1792.0,8.059602649006623,0.05373068432671082
2020-04-15,2439.9867549668875,1821.0,8.072847682119205,0.05381898454746137
2020-04-16,2466.6291390728475,1814.0,8.225165562913908,0.054834437086092716
2020-04-17,2369.8079470198677,1764.0,8.039735099337749,0.05359823399558499
2020-04-18,1171.3973509933776,809.0,5.589403973509934,0.03726269315673289
2020-04-19,889.3774834437086,556.0,5.006622516556291,0.03337748344370861
2020-04-20,2443.1854304635763,1841.0,8.125827814569536,0.05417218543046358
2020-04-21,2576.3046357615895,1914.0,8.19205298013245,0.05461368653421633
2020-04-22,2627.880794701987,2006.0,8.410596026490067,0.05607064017660044
2020-04-23,2648.4701986754967,2009.0,8.357615894039736,0.05571743929359824
2020-04-24,2587.5496688741723,1929.0,8.251655629139073,0.05501103752759382
2020-04-25,1372.2185430463576,865.0,5.874172185430464,0.03916114790286976
2020-04-26,992.0066225165563,650.0,5.291390728476821,0.03527593818984547
2020-04-27,2626.317880794702,1999.0,8.52980132450331,0.05686534216335541
2020-04-28,2626.0529801324506,1985.0,8.516556291390728,0.056777041942604856
2020-04-29,2672.6490066225165,1973.0,8.582781456953642,0.057218543046357616
2020-04-30,2709.099337748344,2090.0,8.549668874172186,0.05699779249448124
2020-05-01,2678.1854304635763,2019.0,8.403973509933774,0.05602649006622516
2020-05-02,1442.7152317880796,968.0,6.086092715231788,0.04057395143487859
2020-05-03,1023.8476821192053,698.0,5.437086092715232,0.03624724061810154
2020-05-04,2792.980132450331,2105.0,8.57615894039735,0.05717439293598234
2020-05-05,2938.6754966887415,2202.0,8.966887417218542,0.05977924944812362
2020-05-06,2995.2781456953644,2305.0,8.95364238410596,0.05969094922737307
2020-05-07,2999.4701986754967,2254.0,8.85430463576159,0.05902869757174393
2020-05-08,1706.4966887417218,1253.0,6.596026490066225,0.043973509933774836
2020-05-09,1513.4635761589404,997.0,6.178807947019868,0.04119205298013245
2020-05-10,1048.8278145695365,662.0,5.264900662251655,0.035099337748344374
2020-05-11,2910.1059602649007,2155.0,8.920529801324504,0.05947019867549669
2020-05-12,3126.748344370861,2373.0,9.152317880794701,0.061015452538631346
