date,mean_in_strength,median_in_strength,mean_in_degree,graph_density
2020-03-13,2012.7666666666667,1555.0,3.8333333333333335,0.13218390804597702
2020-03-14,580.3666666666667,505.0,2.9,0.1
2020-03-15,270.26666666666665,253.0,2.433333333333333,0.0839080459770115
2020-03-16,1600.1,1243.0,3.433333333333333,0.11839080459770115
2020-03-17,1568.6333333333334,1240.0,3.4,0.11724137931034483
2020-03-18,1532.2333333333333,1221.0,3.466666666666667,0.11954022988505747
2020-03-19,1486.6,1136.5,3.3666666666666667,0.11609195402298851
2020-03-20,1418.1666666666667,1072.5,3.3666666666666667,0.11609195402298851
2020-03-21,495.6,454.0,2.8333333333333335,0.09770114942528736
2020-03-22,195.36666666666667,179.5,2.4,0.08275862068965517
2020-03-23,962.5,777.0,3.1333333333333333,0.10804597701149425
2020-03-24,1022.5333333333333,835.5,3.033333333333333,0.10459770114942529
2020-03-25,963.5666666666667,742.5,3.2,0.1103448275862069
2020-03-26,838.9333333333333,682.0,3.1,0.10689655172413794
2020-03-27,852.4,699.0,3.1,0.10689655172413794
2020-03-28,397.3,393.0,2.6333333333333333,0.09080459770114943
2020-03-29,197.46666666666667,183.0,2.4,0.08275862068965517
2020-03-30,892.2333333333333,753.5,3.066666666666667,0.10574712643678161
2020-03-31,901.7666666666667,755.5,3.033333333333333,0.10459770114942529
2020-04-01,951.9666666666667,809.5,2.9,0.1
2020-04-02,938.1,801.5,2.933333333333333,0.10114942528735632
2020-04-03,955.4,789.0,3.066666666666667,0.10574712643678161
2020-04-04,430.23333333333335,417.5,2.6,0.0896551724137931
2020-04-05,212.4,209.0,2.433333333333333,0.0839080459770115
2020-04-06,1062.4333333333334,867.0,3.033333333333333,0.10459770114942529
2020-04-07,1103.5,935.0,3.0,0.10344827586206896
2020-04-08,1124.9666666666667,928.5,3.1,0.10689655172413794
2020-04-09,1127.9333333333334,937.5,3.1333333333333333,0.10804597701149425
2020-04-10,1060.9333333333334,910.0,3.0,0.10344827586206896
2020-04-11,459.1333333333333,435.5,2.7666666666666666,0.09540229885057472
2020-04-12,199.6,205.5,2.2666666666666666,0.07816091954022988
2020-04-13,216.0,214.5,2.3666666666666667,0.08160919540229886
2020-04-14,1218.6666666666667,973.0,3.2,0.1103448275862069
2020-04-15,1316.3666666666666,1100.5,3.1,0.10689655172413794
2020-04-16,1342.8,1102.5,3.2,0.1103448275862069
2020-04-17,1340.3,1141.5,3.2333333333333334,0.11149425287356322
2020-04-18,529.3666666666667,519.5,2.7333333333333334,0.09425287356321839
2020-04-19,239.96666666666667,197.5,2.5,0.08620689655172414
2020-04-20,1362.4666666666667,1127.0,3.2333333333333334,0.11149425287356322
2020-04-21,1442.9333333333334,1176.5,3.433333333333333,0.11839080459770115
2020-04-22,1485.6333333333334,1201.5,3.2,0.1103448275862069
2020-04-23,1498.6,1241.5,3.2666666666666666,0.11264367816091954
2020-04-24,1489.0,1205.0,3.2666666666666666,0.11264367816091954
2020-04-25,376.76666666666665,371.0,2.533333333333333,0.08735632183908046
2020-04-26,261.7,221.0,2.433333333333333,0.0839080459770115
2020-04-27,1570.8,1309.0,3.3333333333333335,0.11494252873563218
2020-04-28,1640.6,1363.0,3.433333333333333,0.11839080459770115
2020-04-29,1679.2,1382.0,3.3666666666666667,0.11609195402298851
2020-04-30,1701.9333333333334,1360.0,3.3666666666666667,0.11609195402298851
2020-05-01,351.03333333333336,349.0,2.566666666666667,0.08850574712643679
2020-05-02,599.9333333333333,523.5,2.8333333333333335,0.09770114942528736
2020-05-03,326.46666666666664,290.5,2.6,0.0896551724137931
2020-05-04,2485.366666666667,1963.0,3.7666666666666666,0.12988505747126436
2020-05-05,2589.8,2088.0,4.066666666666666,0.14022988505747128
2020-05-06,2586.3,2104.0,3.9,0.13448275862068965
2020-05-07,2615.233333333333,2154.5,3.966666666666667,0.1367816091954023
2020-05-08,2627.4666666666667,2161.5,4.033333333333333,0.13908045977011493
2020-05-09,1353.1333333333334,1071.5,3.2,0.1103448275862069
2020-05-10,1004.8,741.0,3.1,0.10689655172413794
2020-05-11,2595.766666666667,2067.0,3.9,0.13448275862068965
2020-05-12,2765.1666666666665,2204.0,4.033333333333333,0.13908045977011493
